,modelo,ano_modelo,marca,modelo_raw
466,MOBI LIKE 1.0 FIRE FLEX 5P.,2019.0,FIAT,MOBI LIKE 1.0 FIRE FLEX 5P.
468,TORO ENDURANCE 1.3 T270 4X2 FLEX AUT.,2022.0,FIAT,TORO ENDURANCE 1.3 T270 4X2 FLEX AUT.
469,CRETA SMART 1.6 16V FLEX AUT.,2020.0,HYUNDAI,CRETA SMART 1.6 16V FLEX AUT.
473,CRETA PRESTIGE 2.0 16V FLEX AUT.,2017.0,HYUNDAI,CRETA PRESTIGE 2.0 16V FLEX AUT.
474,RENEGADE TRAILHAWK T270 1.3 TB FLEX AUT.,2019.0,JEEP,RENEGADE TRAILHAWK T270 1.3 TB FLEX AUT.
475,HILUX CD SRX 4X4 2.8 TDI 16V DIESEL AUT.,2018.0,TOYOTA,HILUX CD SRX 4X4 2.8 TDI 16V DIESEL AUT.
477,ARGO DRIVE 1.0 6V FLEX,2018.0,FIAT,ARGO DRIVE 1.0 6V FLEX
481,TIGUAN ALLSPAC R-LINE 350 TSI 2.0 4X4,2019.0,VW - VOLKSWAGEN,TIGUAN ALLSPAC R-LINE 350 TSI 2.0 4X4
482,ETIOS X SEDAN 1.5 FLEX 16V 4P AUT.,2018.0,TOYOTA,ETIOS X SEDAN 1.5 FLEX 16V 4P AUT.
486,GOL 1.6 MI I MOTION TOTAL FLEX 8V 3P,2020.0,VW - VOLKSWAGEN,GOL 1.6 MI I MOTION TOTAL FLEX 8V 3P
491,HB20 SENSE 1.0 FLEX 12V MEC.,2020.0,HYUNDAI,HB20 SENSE 1.0 FLEX 12V MEC.
492,TORO RANCH 2.0 16V 4X4 TB DIESEL AUT.,2022.0,FIAT,TORO RANCH 2.0 16V 4X4 TB DIESEL AUT.
494,HB20 OCEAN 1.0 FLEX 12V 5P MEC.,2019.0,HYUNDAI,HB20 OCEAN 1.0 FLEX 12V 5P MEC.
496,2008 GRIFFE EAT6,2019.0,PEUGEOT,PEUGEOT/2008 GRIFFE EAT6
497,VIRTUS COMFORT. 200 TSI 1.0 FLEX 12V AUT.,2019.0,VW - VOLKSWAGEN,VIRTUS COMFORT. 200 TSI 1.0 FLEX 12V AUT
499,KICKS SV CVT,2020.0,NISSAN,NISSAN/KICKS SV CVT
501,ONIX HATCH PREM. 1.0 12V TB FLEX 5P AUT.,2022.0,GM - CHEVROLET,ONIX HATCH PREM. 1.0 12V TB FLEX 5P AUT.
505,UP! MOVE I MOTION 1.0 T. FLEX 12V 5P,2017.0,VW - VOLKSWAGEN,UP! MOVE I MOTION 1.0 T. FLEX 12V 5P
506,ARGO 1.0 6V FLEX,2021.0,FIAT,ARGO 1.0 6V FLEX
514,SAVEIRO CROSS 1.6 T.FLEX 16V CD,2018.0,VW - VOLKSWAGEN,SAVEIRO CROSS 1.6 T.FLEX 16V CD
515,SANDERO AUTHENTIQUE FLEX 1.0 12V 5P,2020.0,RENAULT,SANDERO AUTHENTIQUE FLEX 1.0 12V 5P
516,VOYAGE 1.6 MSI FLEX 8V 4P,2021.0,VW - VOLKSWAGEN,VOYAGE 1.6 MSI FLEX 8V 4P
525,TORO RANCH AT D4,2019.0,FIAT,FIAT/TORO RANCH AT D4
528,KA TIT AT 1.5 SD C,2019.0,FORD,FORD/KA TIT AT 1.5 SD C
530,KA TIT AT 1.5 SD C,2020.0,FORD,FORD/KA TIT AT 1.5 SD C
531,FOX CONNECT 1.6 FLEX 8V 5P,2019.0,VW - VOLKSWAGEN,FOX CONNECT 1.6 FLEX 8V 5P
532,FIESTA 16SE,2017.0,FORD,FORD/FIESTA 16SE
543,TORO VOLCANO 2.0 16V 4X4 TB DIESEL AUT.,2018.0,FIAT,TORO VOLCANO 2.0 16V 4X4 TB DIESEL AUT.
546,HR-V EX 1.5 SENSING 16V 5P AUT.,2018.0,HONDA,HR-V EX 1.5 SENSING 16V 5P AUT.
547,KWID ZEN 1.0 FLEX 12V 5P MEC.,2021.0,RENAULT,KWID ZEN 1.0 FLEX 12V 5P MEC.
551,KWID OUTSIDER 1.0 FLEX 12V 5P MEC.,2022.0,RENAULT,KWID OUTSIDER 1.0 FLEX 12V 5P MEC.
553,COMPASS LIMETED F H,2020.0,JEEP,JEEP/COMPASS LIMETED F H
558,KWID INTENSE 1.0 FLEX 12V 5P MEC.,2020.0,RENAULT,KWID INTENSE 1.0 FLEX 12V 5P MEC.
560,SPACEFOX 1.6 TRENDLINE TOTAL FLEX 8V 5P,2018.0,VW - VOLKSWAGEN,SPACEFOX 1.6 TRENDLINE TOTAL FLEX 8V 5P
570,ARRIZO 6 GSX 1.5 TURBO FLEX AUT.,2021.0,CHERY,CHERY ARRIZO 6 GSX 1.5 TURBO FLEX AUT.
572,CRETA ATTITUDE 1.6 16V FLEX MEC.,2017.0,HYUNDAI,CRETA ATTITUDE 1.6 16V FLEX MEC.
575,SAVEIRO ROBUST 1.6 TOTAL FLEX 8V,2019.0,VW - VOLKSWAGEN,SAVEIRO ROBUST 1.6 TOTAL FLEX 8V
580,XC60 2.0 T5 INS,2019.0,VOLVO,I/VOLVO XC60 2.0 T5 INS
581,POLO 2.0 MI 116CV 8V 5P,2018.0,VW - VOLKSWAGEN,POLO 2.0 MI 116CV 8V 5P
583,TORO ULTRA 2.0 16V 4X4 TB DIESEL AUT.,2021.0,FIAT,TORO ULTRA 2.0 16V 4X4 TB DIESEL AUT.
586,CIVIC SEDAN TOURING 1.5 TURBO 16V AUT.4P,2021.0,HONDA,CIVIC SEDAN TOURING 1.5 TURBO 16V AUT.4P
589,TORO ENDURANCE 2.0 16V 4X4 DIESEL AUT.,2019.0,FIAT,TORO ENDURANCE 2.0 16V 4X4 DIESEL AUT.
593,SANDERO GT LINE/RLIN FLEX 1.0 12V 5P,2020.0,RENAULT,SANDERO GT LINE/RLIN FLEX 1.0 12V 5P
594,COROLLA GLI UPPER BLACK P. 1.8 FLEX AUT.,2018.0,TOYOTA,COROLLA GLI UPPER BLACK P. 1.8 FLEX AUT.
601,CIVIC SEDAN TOURING 1.5 TURBO 16V AUT.4P,2020.0,HONDA,CIVIC SEDAN TOURING 1.5 TURBO 16V AUT.4P
602,KWID ZEN 1.0 FLEX 12V 5P MEC.,2020.0,RENAULT,KWID ZEN 1.0 FLEX 12V 5P MEC.
603,F 850 GS PREMIUM,2020.0,BMW,BMW F 850 GS PREMIUM
605,CIVIC SEDAN EXL 2.0 FLEX 16V AUT.4P,2018.0,HONDA,CIVIC SEDAN EXL 2.0 FLEX 16V AUT.4P
607,FIORINO FURGÃO EVO 1.4 FLEX 8V 2P,2018.0,FIAT,FIORINO FURGÃO EVO 1.4 FLEX 8V 2P
612,LOGAN AUTHENTIQUE FLEX 1.0 12V 4P,2018.0,RENAULT,LOGAN AUTHENTIQUE FLEX 1.0 12V 4P
613,RENEGADE LIM. EDIT. 1.8 4X2 FLEX 16V AUT.,2019.0,JEEP,RENEGADE LIM. EDIT. 1.8 4X2 FLEX 16V AUT
615,GOL 1.0 FLEX 12V 5P,2019.0,VW - VOLKSWAGEN,GOL 1.0 FLEX 12V 5P
622,CRETA ATTITUDE 1.6 16V FLEX MEC.,2018.0,HYUNDAI,CRETA ATTITUDE 1.6 16V FLEX MEC.
623,PALIO ESSENCE 1.6,2017.0,FIAT,I/FIAT PALIO ESSENCE 1.6
624,R 1200 GS ADVENTURE,2018.0,BMW,BMW R 1200 GS ADVENTURE
627,KA SE 1.5 SD C,2020.0,FORD,FORD/KA SE 1.5 SD C
632,COROLLA XRS 2.0 FLEX 16V AUT.,2019.0,TOYOTA,COROLLA XRS 2.0 FLEX 16V AUT.
639,KWID INTENSE 1.0 FLEX 12V 5P MEC.,2022.0,RENAULT,KWID INTENSE 1.0 FLEX 12V 5P MEC.
643,MOBI DRIVE 1.0 FLEX 6V 5P,2018.0,FIAT,MOBI DRIVE 1.0 FLEX 6V 5P
653,CRETA ATTITUDE 1.6 16V FLEX AUT.,2018.0,HYUNDAI,CRETA ATTITUDE 1.6 16V FLEX AUT.
657,COMPASS LONGITUDE 2.0 4X2 FLEX 16V AUT.,2020.0,JEEP,COMPASS LONGITUDE 2.0 4X2 FLEX 16V AUT.
658,DUSTER OROCH DYNA. 1.6 FLEX 16V MEC.,2019.0,RENAULT,DUSTER OROCH DYNA. 1.6 FLEX 16V MEC.
663,COROLLA ALTIS/A.PREMIU. 2.0 FLEX 16V AUT.,2022.0,TOYOTA,COROLLA ALTIS/A.PREMIU. 2.0 FLEX 16V AUT
672,HILUX CD SRV 4X2 3.0 8V 90CV DIESEL,2021.0,TOYOTA,HILUX CD SRV 4X2 3.0 8V 90CV DIESEL
675,KICKS S MT,2019.0,NISSAN,NISSAN/KICKS S MT
676,STRADA FREEDOM 1.3 FLEX 8V CD,2019.0,FIAT,STRADA FREEDOM 1.3 FLEX 8V CD
677,SAVEIRO ROBUST 1.6 TOTAL FLEX 8V,2020.0,VW - VOLKSWAGEN,SAVEIRO ROBUST 1.6 TOTAL FLEX 8V
679,CRETA PULSE 1.6 16V FLEX AUT.,2018.0,HYUNDAI,CRETA PULSE 1.6 16V FLEX AUT.
684,GOL TRENDLINE 1.0 T.FLEX 12V 3P,2018.0,VW - VOLKSWAGEN,GOL TRENDLINE 1.0 T.FLEX 12V 3P
685,HR-V EX 1.8 FLEXONE 16V 5P AUT.,2020.0,HONDA,HR-V EX 1.8 FLEXONE 16V 5P AUT.
687,FOX CONNECT 1.6 FLEX 8V 5P,2020.0,VW - VOLKSWAGEN,FOX CONNECT 1.6 FLEX 8V 5P
688,RENEGADE LIM. EDIT. 1.8 4X2 FLEX 16V AUT.,2021.0,JEEP,RENEGADE LIM. EDIT. 1.8 4X2 FLEX 16V AUT
689,S10 PICK-UP LTZ 2.5 FLEX 4X2 CD,2018.0,GM - CHEVROLET,S10 PICK-UP LTZ 2.5 FLEX 4X2 CD
699,CIVIC SEDAN TOURING 1.5 TURBO 16V AUT.4P,2019.0,HONDA,CIVIC SEDAN TOURING 1.5 TURBO 16V AUT.4P
703,COMPASS SPORT 2.0 4X2 FLEX 16V AUT.,2018.0,JEEP,COMPASS SPORT 2.0 4X2 FLEX 16V AUT.
704,FIT EX/S/EX 1.5 FLEX/FLEXONE 16V 5P AUT.,2017.0,HONDA,FIT EX/S/EX 1.5 FLEX/FLEXONE 16V 5P AUT.
706,POLO COMFORT. 200 TSI 1.0 FLEX 12V AUT.,2020.0,VW - VOLKSWAGEN,POLO COMFORT. 200 TSI 1.0 FLEX 12V AUT.
707,KWID ZEN 1.0 FLEX 12V 5P MEC.,2018.0,RENAULT,KWID ZEN 1.0 FLEX 12V 5P MEC.
708,A3 SPB 122CV,2017.0,AUDI,I/AUDI A3 SPB 122CV
713,VOYAGE 1.6 MSI FLEX 16V 4P AUT.,2020.0,VW - VOLKSWAGEN,VOYAGE 1.6 MSI FLEX 16V 4P AUT.
714,HILUX CD SRV 4X2 3.0 8V 90CV DIESEL,2019.0,TOYOTA,HILUX CD SRV 4X2 3.0 8V 90CV DIESEL
718,TRACKER LT 1.0 TURBO 12V FLEX AUT.,2022.0,GM - CHEVROLET,TRACKER LT 1.0 TURBO 12V FLEX AUT.
719,CRONOS PRECISION 1.8 16V FLEX AUT.,2019.0,FIAT,CRONOS PRECISION 1.8 16V FLEX AUT.
722,X1 SDRIVE 20I 2.0/2.0 TB ACTI.FLEX AUT.,2018.0,BMW,BMW X1 SDRIVE 20I 2.0/2.0 TB ACTI.FLEX AUT.
725,MOBI LIKE 1.0 FIRE FLEX 5P.,2020.0,FIAT,MOBI LIKE 1.0 FIRE FLEX 5P.
730,SANDERO LIFE FLEX 1.0 12V 5P MEC.,2020.0,RENAULT,SANDERO LIFE FLEX 1.0 12V 5P MEC.
732,GOL TRENDLINE 1.0 T.FLEX 12V 5P,2018.0,VW - VOLKSWAGEN,GOL TRENDLINE 1.0 T.FLEX 12V 5P
737,YARIS XL PLUS CON. SED. 1.5 FLEX 16V AUT.,2019.0,TOYOTA,YARIS XL PLUS CON. SED. 1.5 FLEX 16V AUT
739,XC60 2.0T5 R-DES,2018.0,VOLVO,I/VOLVO XC60 2.0T5 R-DES
740,LOGAN AUTHENTIQUE FLEX 1.0 12V 4P,2019.0,RENAULT,LOGAN AUTHENTIQUE FLEX 1.0 12V 4P
749,KA TRAIL 1.5 HA B,2018.0,FORD,FORD/KA TRAIL 1.5 HA B
752,ARGO TREKKING 1.3 8V FLEX,2020.0,FIAT,ARGO TREKKING 1.3 8V FLEX
755,ECOSPORT SE AT 1.5,2020.0,FORD,FORD/ECOSPORT SE AT 1.5
756,TRAILBLAZER LTZ 3.6 V6 AUT.,2018.0,GM - CHEVROLET,TRAILBLAZER LTZ 3.6 V6 AUT.
758,KA SE 1.0 SD B,2018.0,FORD,FORD/KA SE 1.0 SD B
761,TERRITORY TITANIUM 1.5 GTDI ECOBO. AUT.,2021.0,FORD,TERRITORY TITANIUM 1.5 GTDI ECOBO. AUT.
763,CRETA PRESTIGE 2.0 16V FLEX AUT.,2021.0,HYUNDAI,CRETA PRESTIGE 2.0 16V FLEX AUT.
766,SPIN ACTIV 1.8 8V ECONO. FLEX 5P AUT.,2020.0,GM - CHEVROLET,SPIN ACTIV 1.8 8V ECONO. FLEX 5P AUT.
767,TORO VOLC AT9 4X4,2022.0,FIAT,FIAT/TORO VOLC AT9 4X4
769,KA FSL AT 1.5 HA C,2019.0,FORD,FORD/KA FSL AT 1.5 HA C
772,FRONTIER ATK X4,2020.0,NISSAN,I/NISSAN FRONTIER ATK X4
773,RANGER XLTCD2 25C,2017.0,FORD,I/FORD RANGER XLTCD2 25C
775,WR-V EX 1.5 FLEXONE 16V 5P AUT.,2020.0,HONDA,WR-V EX 1.5 FLEXONE 16V 5P AUT.
777,ECOSPORT FSL AT 1.5,2019.0,FORD,FORD/ECOSPORT FSL AT 1.5
781,LOGAN EXPRESSION FLEX 1.6 16V 4P,2018.0,RENAULT,LOGAN EXPRESSION FLEX 1.6 16V 4P
783,HB20S EVOLUTION 1.0 TB FLEX 12V AUT.,2020.0,HYUNDAI,HB20S EVOLUTION 1.0 TB FLEX 12V AUT.
794,G 310 R,2021.0,BMW,BMW G 310 R
797,COMPASS LONG TD,2022.0,JEEP,JEEP/COMPASS LONG TD
803,CITY SEDAN EXL 1.5 FLEX 16V 4P AUT.,2021.0,HONDA,CITY SEDAN EXL 1.5 FLEX 16V 4P AUT.
808,CIVIC SEDAN EX 1.7 16V 130CV AUT. 4P,2017.0,HONDA,CIVIC SEDAN EX 1.7 16V 130CV AUT. 4P
812,ONIX HATCH LTZ 1.4 8V FLEXPOWER 5P MEC.,2019.0,GM - CHEVROLET,ONIX HATCH LTZ 1.4 8V FLEXPOWER 5P MEC.
813,FIT EX/S/EX 1.5 FLEX/FLEXONE 16V 5P AUT.,2020.0,HONDA,FIT EX/S/EX 1.5 FLEX/FLEXONE 16V 5P AUT.
822,S10 PICK-UP LTZ 2.5 FLEX 4X4 CD,2018.0,GM - CHEVROLET,S10 PICK-UP LTZ 2.5 FLEX 4X4 CD
826,GLC2504MATIC CO,2018.0,M.BENZ,I/M.BENZ GLC2504MATIC CO
831,TRACKER LT 1.0 TURBO 12V FLEX AUT.,2019.0,GM - CHEVROLET,TRACKER LT 1.0 TURBO 12V FLEX AUT.
835,MOBI LIKE 1.0 FIRE FLEX 5P.,2018.0,FIAT,MOBI LIKE 1.0 FIRE FLEX 5P.
837,ARGO HGT 1.8 16V FLEX AUT.,2018.0,FIAT,ARGO HGT 1.8 16V FLEX AUT.
839,KA SE 1.5 SD C,2019.0,FORD,FORD/KA SE 1.5 SD C
842,JETTA COMFORTLINE 1.4 TSI 16V 4P AUT.,2019.0,VW - VOLKSWAGEN,JETTA COMFORTLINE 1.4 TSI 16V 4P AUT.
845,KA SE 1.0 SD C,2019.0,FORD,FORD/KA SE 1.0 SD C
850,TORO RANCH 2.0 16V 4X4 TB DIESEL AUT.,2021.0,FIAT,TORO RANCH 2.0 16V 4X4 TB DIESEL AUT.
851,STRADA WORKING HARD 1.4 FIRE FLEX 8V CD,2020.0,FIAT,STRADA WORKING HARD 1.4 FIRE FLEX 8V CD
854,CIVIC SEDAN EX 1.7 16V 130CV AUT. 4P,2019.0,HONDA,CIVIC SEDAN EX 1.7 16V 130CV AUT. 4P
857,VW/POLO SENSE AD,2020.0,VW - VOLKSWAGEN,VW/POLO SENSE AD
859,SAVEIRO CROSS 1.6 T.FLEX 16V CD,2021.0,VW - VOLKSWAGEN,SAVEIRO CROSS 1.6 T.FLEX 16V CD
865,SANDERO EXPRESSION FLEX 1.0 12V 5P,2018.0,RENAULT,SANDERO EXPRESSION FLEX 1.0 12V 5P
867,CRUZE LTZ 1.4 16V TURBO FLEX 4P AUT.,2018.0,GM - CHEVROLET,CRUZE LTZ 1.4 16V TURBO FLEX 4P AUT.
868,VIRTUS 1.6 MSI FLEX 16V 5P MEC.,2020.0,VW - VOLKSWAGEN,VIRTUS 1.6 MSI FLEX 16V 5P MEC.
871,ARGO DRIVE 1.0 6V FLEX,2021.0,FIAT,ARGO DRIVE 1.0 6V FLEX
872,ETIOS CROSS 1.5 FLEX 16V 5P AUT.,2018.0,TOYOTA,ETIOS CROSS 1.5 FLEX 16V 5P AUT.
876,TORO FREEDOM 1.8 16V FLEX AUT.,2018.0,FIAT,TORO FREEDOM 1.8 16V FLEX AUT.
878,GOL COMFORT. I MOTION 1.6 T. FLEX 8V 5P,2017.0,VW - VOLKSWAGEN,GOL COMFORT. I MOTION 1.6 T. FLEX 8V 5P
879,TIGGO 7 TXS 1.5 16V TURBO FLEX AUT.,2020.0,CHERY,TIGGO 7 TXS 1.5 16V TURBO FLEX AUT.
885,HB20S 5 ANOS 1.6 FLEX 16V AUT.,2018.0,HYUNDAI,HB20S 5 ANOS 1.6 FLEX 16V AUT.
887,YARIS XL PLUS CON. SED. 1.5 FLEX 16V AUT.,2020.0,TOYOTA,YARIS XL PLUS CON. SED. 1.5 FLEX 16V AUT
892,STRADA WORKING HARD 1.4 FIRE FLEX 8V CE,2019.0,FIAT,STRADA WORKING HARD 1.4 FIRE FLEX 8V CE
895,YARIS XL PLUS CON. 1.5 FLEX 16V 5P AUT.,2021.0,TOYOTA,YARIS XL PLUS CON. 1.5 FLEX 16V 5P AUT.
898,HB20S PREMIUM 1.6 FLEX 16V AUT. 4P,2017.0,HYUNDAI,HB20S PREMIUM 1.6 FLEX 16V AUT. 4P
901,TIGGO 2 ACT 1.5 16V FLEX AUT.5P,2019.0,CHERY,TIGGO 2 ACT 1.5 16V FLEX AUT.5P
904,RENEGADE1.8 4X2 FLEX 16V AUT.,2019.0,JEEP,RENEGADE1.8 4X2 FLEX 16V AUT.
905,CRETA PRESTIGE 2.0 16V FLEX AUT.,2019.0,HYUNDAI,CRETA PRESTIGE 2.0 16V FLEX AUT.
906,AUDQ3 1.4TFSI,2018.0,AUDI,AUDI/Q3 1.4TFSI
912,COMPASS LIMITED D,2019.0,JEEP,JEEP/COMPASS LIMITED D
916,CIVIC SEDAN SPORT 2.0 FLEX 16V AUT.4P,2019.0,HONDA,CIVIC SEDAN SPORT 2.0 FLEX 16V AUT.4P
918,HILUX CD SRV 4X2 3.0 8V 90CV DIESEL,2020.0,TOYOTA,HILUX CD SRV 4X2 3.0 8V 90CV DIESEL
919,FIT EX/S/EX 1.5 FLEX/FLEXONE 16V 5P AUT.,2019.0,HONDA,FIT EX/S/EX 1.5 FLEX/FLEXONE 16V 5P AUT.
920,V-DRIVE 16PLUSCVT,2021.0,NISSAN,NISSAN/V-DRIVE 16PLUSCVT
928,TORO FREEDOM ROAD 1.8 16V FLEX AUT.,2021.0,FIAT,TORO FREEDOM ROAD 1.8 16V FLEX AUT.
931,UNO DRIVE 1.0 FLEX 6V 5P,2018.0,FIAT,UNO DRIVE 1.0 FLEX 6V 5P
932,ETIOS X PLUS SEDAN 1.5 FLEX 16V 4P AUT.,2019.0,TOYOTA,ETIOS X PLUS SEDAN 1.5 FLEX 16V 4P AUT.
940,STRADA VOLCANO 1.3 FLEX 8V CD,2021.0,FIAT,STRADA VOLCANO 1.3 FLEX 8V CD
941,TORO FREEDOM 1.8 16V FLEX AUT.,2019.0,FIAT,TORO FREEDOM 1.8 16V FLEX AUT.
950,CRUZE HB SPORT LTZ 1.8 16V FLEXP. 5P AUT.,2018.0,GM - CHEVROLET,CRUZE HB SPORT LTZ 1.8 16V FLEXP. 5P AUT
953,FOX XTREME 1.6 FLEX 8V 5P,2020.0,VW - VOLKSWAGEN,FOX XTREME 1.6 FLEX 8V 5P
956,CAPTUR INTENSE 2.0 16V FLEX 5P AUT.,2018.0,RENAULT,CAPTUR INTENSE 2.0 16V FLEX 5P AUT.
958,MARCH 10S,2018.0,NISSAN,NISSAN/MARCH 10S
960,AMAROK CD 4X4 COMF,2019.0,VW - VOLKSWAGEN,I/VW AMAROK CD 4X4 COMF
964,HILUX CD SRX 4X4 2.8 TDI 16V DIESEL AUT.,2019.0,TOYOTA,HILUX CD SRX 4X4 2.8 TDI 16V DIESEL AUT.
966,RAV4 2.5 SX CONNECT 4X4 HYBRID AUT.,2020.0,TOYOTA,RAV4 2.5 SX CONNECT 4X4 HYBRID AUT.
968,KA SE AT 1.5 HA C,2019.0,FORD,FORD/KA SE AT 1.5 HA C
969,CITROEN/C4CACTUS FEEL PK,2021.0,CITROËN,CITROEN/C4CACTUS FEEL PK
970,DUCATO CARGO 8,2019.0,FIAT,I/FIAT DUCATO CARGO 8
973,TUCSON GLS 1.6 TURBO 16V AUT.,2021.0,HYUNDAI,TUCSON GLS 1.6 TURBO 16V AUT.
975,YARIS XL PLUS CON. 1.5 FLEX 16V 5P AUT.,2019.0,TOYOTA,YARIS XL PLUS CON. 1.5 FLEX 16V 5P AUT.
976,VOYAGE 1.6 MSI FLEX 8V 4P,2020.0,VW - VOLKSWAGEN,VOYAGE 1.6 MSI FLEX 8V 4P
977,CRUZE LTZ 1.4 16V TURBO FLEX 4P AUT.,2017.0,GM - CHEVROLET,CRUZE LTZ 1.4 16V TURBO FLEX 4P AUT.
978,X1 SDRIVE 20I 2.0/2.0 TB ACTI.FLEX AUT.,2019.0,BMW,BMW X1 SDRIVE 20I 2.0/2.0 TB ACTI.FLEX AUT.
985,CITROEN/AIRCROSS SHINEAT,2018.0,CITROËN,CITROEN/AIRCROSS SHINEAT
989,DUSTER 16 D CVT,2020.0,RENAULT,RENAULT/DUSTER 16 D CVT
991,GOL TRENDLINE 1.0 T.FLEX 12V 5P,2017.0,VW - VOLKSWAGEN,GOL TRENDLINE 1.0 T.FLEX 12V 5P
992,STRADA FREEDOM 1.3 FLEX 8V CS PLUS,2021.0,FIAT,STRADA FREEDOM 1.3 FLEX 8V CS PLUS
996,AMAROK HIG. EXTREME CD 2.0 4X4 DIES. AUT.,2018.0,VW - VOLKSWAGEN,AMAROK HIG. EXTREME CD 2.0 4X4 DIES. AUT
999,SANDERO INTENSE FLEX 1.6 16V 5P AUT.,2020.0,RENAULT,SANDERO INTENSE FLEX 1.6 16V 5P AUT.
1000,VIRTUS HIGHLINE 200 TSI 1.0 FLEX 12V AUT.,2020.0,VW - VOLKSWAGEN,VIRTUS HIGHLINE 200 TSI 1.0 FLEX 12V AUT
1003,FIT LX 1.5 FLEXONE 16V 5P AUT.,2020.0,HONDA,FIT LX 1.5 FLEXONE 16V 5P AUT.
1006,S10 PICK-UP LT 2.8 TDI 4X4 CD DIESEL AUT.,2018.0,GM - CHEVROLET,S10 PICK-UP LT 2.8 TDI 4X4 CD DIESEL AUT
1007,CRETA SMART 1.6 16V FLEX AUT.,2019.0,HYUNDAI,CRETA SMART 1.6 16V FLEX AUT.
1008,CRETA SPORT 2.0 16V FLEX AUT.,2018.0,HYUNDAI,CRETA SPORT 2.0 16V FLEX AUT.
1013,RANGER LTDCD4A32C,2017.0,FORD,I/FORD RANGER LTDCD4A32C
1016,XC60 2.0 T5 MOM,2018.0,VOLVO,I/VOLVO XC60 2.0 T5 MOM
1023,COBALT ELITE 1.8 8V ECONO.FLEX 4P AUT.,2017.0,GM - CHEVROLET,COBALT ELITE 1.8 8V ECONO.FLEX 4P AUT.
1024,T-CROSS COMFORTLINE 1.0 TSI FLEX 5P AUT.,2021.0,VW - VOLKSWAGEN,T-CROSS COMFORTLINE 1.0 TSI FLEX 5P AUT.
1028,SANDERO SPORT RS 2.0 FLEX 16V 5P,2019.0,RENAULT,SANDERO SPORT RS 2.0 FLEX 16V 5P
1035,COBALT ELITE 1.8 8V ECONO.FLEX 4P AUT.,2019.0,GM - CHEVROLET,COBALT ELITE 1.8 8V ECONO.FLEX 4P AUT.
1037,HB20S 5 ANOS 1.6 FLEX 16V AUT.,2017.0,HYUNDAI,HB20S 5 ANOS 1.6 FLEX 16V AUT.
1041,RANGER XLSCD4A22C,2021.0,FORD,I/FORD RANGER XLSCD4A22C
1043,COROLLA GLI UPPER BLACK P. 1.8 FLEX AUT.,2019.0,TOYOTA,COROLLA GLI UPPER BLACK P. 1.8 FLEX AUT.
1048,ECOSPORT FSL AT 1.5,2020.0,FORD,FORD/ECOSPORT FSL AT 1.5
1050,CIVIC SEDAN LX 2.0 FLEX 16V AUT. 4P,2020.0,HONDA,CIVIC SEDAN LX 2.0 FLEX 16V AUT. 4P
1061,CIVIC SEDAN EXL 2.0 FLEX 16V AUT.4P,2017.0,HONDA,CIVIC SEDAN EXL 2.0 FLEX 16V AUT.4P
1067,COMPASS LONGITUDE 2.0 4X2 FLEX 16V AUT.,2021.0,JEEP,COMPASS LONGITUDE 2.0 4X2 FLEX 16V AUT.
1071,C3 PICASSO TENDANCE 1.5 FLEX 8V 5P MEC.,2017.0,CITROËN,C3 PICASSO TENDANCE 1.5 FLEX 8V 5P MEC.
1075,ARGO TREKKING 1.8 16V FLEX AUT.,2020.0,FIAT,ARGO TREKKING 1.8 16V FLEX AUT.
1076,SANDERO SPORT RS 2.0 FLEX 16V 5P,2018.0,RENAULT,SANDERO SPORT RS 2.0 FLEX 16V 5P
1081,UP! MOVE 1.0 TSI TOTAL FLEX 12V 5P,2018.0,VW - VOLKSWAGEN,UP! MOVE 1.0 TSI TOTAL FLEX 12V 5P
1082,UP! XTREME 1.0 TSI TOTAL FLEX 12V 5P,2020.0,VW - VOLKSWAGEN,UP! XTREME 1.0 TSI TOTAL FLEX 12V 5P
1089,C300,2020.0,M.BENZ,M.BENZ/C300
1090,COROLLA GLI 1.8 FLEX 16V AUT.,2018.0,TOYOTA,COROLLA GLI 1.8 FLEX 16V AUT.
1095,VIRTUS HIGHLINE 200 TSI 1.0 FLEX 12V AUT.,2019.0,VW - VOLKSWAGEN,VIRTUS HIGHLINE 200 TSI 1.0 FLEX 12V AUT
1107,CITY SEDAN EX 1.5 FLEX 16V 4P AUT.,2020.0,HONDA,CITY SEDAN EX 1.5 FLEX 16V 4P AUT.
1108,ONIX SEDAN PLUS LTZ 1.0 12V TB FLEX AUT.,2021.0,GM - CHEVROLET,ONIX SEDAN PLUS LTZ 1.0 12V TB FLEX AUT.
1111,X1 XDRIVE 25I SPORT 2.0/2.0 FLEX AUT.,2017.0,BMW,BMW X1 XDRIVE 25I SPORT 2.0/2.0 FLEX AUT.
1113,SPIN LT 1.8 8V ECONO.FLEX 5P MEC.,2018.0,GM - CHEVROLET,SPIN LT 1.8 8V ECONO.FLEX 5P MEC.
1115,COMPASS LONG. T270 1.3 TB 4X2 FLEX AUT.,2022.0,JEEP,COMPASS LONG. T270 1.3 TB 4X2 FLEX AUT.
1123,FOX XTREME 1.6 FLEX 8V 5P,2019.0,VW - VOLKSWAGEN,FOX XTREME 1.6 FLEX 8V 5P
1133,CRETA PRESTIGE 2.0 16V FLEX AUT.,2018.0,HYUNDAI,CRETA PRESTIGE 2.0 16V FLEX AUT.
